session_id,products,num_items
001beea8-75b1-409f-ab18-23ebbfae4a5e,"1004903,1004209,1004209",3
001c823b-549d-4546-b5bc-782ac2b5e712,"1005207,1004781",2
002256b1-79f4-4c1b-8c96-961be7486947,"1004836,1004767",2
0023fd2e-8f13-4072-bfe1-cb171509c23c,"1005160,1004958,27500014",3
0024f483-5f6b-40c5-92af-4c1795fe13a9,"1004436,1004741",2
00258709-b28d-4c94-8d6f-6865795c680f,"1004209,1004209,1004209",3
0027145b-3706-4063-8615-7d718edfb84a,"2500566,3200137",2
0029e078-7597-43ae-976c-f151efb0dbb6,"1002544,1002544",2
0029edaf-0d77-47de-80e8-1ba6e2f5a8c8,"26400764,26300078",2
002b1fa9-f948-44e8-b9b6-b1443d0293f9,"4804056,4804056",2
002cb51e-d2db-4313-b8a2-4b883e1da54c,"1306650,1306650,1004870,1004870",4
002ccd2c-50f7-4122-963b-fb6a907e414c,"1004665,1004653",2
002dfef4-9575-40ed-92e9-92ae3b0c356f,"4804056,4804056",2
002eb2d4-76df-4da2-8d3a-d9365f156ecd,"1801881,1801881",2
002fce42-af06-470f-9d57-f4f3044d3854,"4500301,2500859",2
0030d338-4466-4589-85e2-4e23c0cf8e43,"1801995,1801514",2
00313212-8472-41d5-bc42-aec9ff1e3174,"12705207,12718066",2
003154b3-51e9-4ba6-a733-9fbc474bfca5,"4100324,4100324",2
0032008c-b14f-4985-8fbd-5323c162befe,"1005115,5100566",2
0033aedd-905e-4bd2-9b72-f34bac9126e0,"3701243,5301437,5301398",3
00353f43-accf-4100-b527-742e129538ec,"1004249,2601688",2
00362331-ea6a-4d1c-9b75-5a88339e641b,"1004227,5100337",2
00362f35-a940-458a-971b-a36ce68f3ee5,"1004871,1004871",2
0036d7ad-c7f5-407b-9005-fecc82046032,"4804056,1004903",2
0038f09f-4d18-4b5b-8981-c4041cfc9b72,"1004875,1004873",2
0039260a-813e-4d3c-aaf9-1a14f80f7f96,"1005115,1005115",2
003bec11-5576-47d2-956a-764fb1fd9aed,"1201465,1500021",2
003bfcdb-61c4-4845-bbc8-5da25f560343,"1004870,1004870",2
003c3709-b084-464f-9cd7-4baef596a8e6,"2501143,2501244",2
003fe2e4-9ad2-497e-a7ac-a9f58dea3b51,"17301342,17300828",2
003ff5ed-e41c-4ad9-9ed5-0c819ca701bd,"15100367,15100367",2
003ffcab-aee2-45f7-bf6a-07c38abc1f28,"4803977,4803977",2
0041cf0c-cdc0-45a5-9e1d-6eeb814c00fb,"3601343,1004856",2
00425ad5-6559-4c41-8c96-2dcd35d138a7,"2601561,2601561",2
00440449-8ae5-42a3-ae75-72b84e9af0fc,"5100564,5000691",2
004439cc-b86d-4699-b374-32375deb659d,"1004833,1004856",2
0044c5d7-f1fc-427b-91ab-6770ff836f55,"1306185,1201504",2
0045121b-4ca8-4f1b-8119-583f0b5be733,"26500135,26401412",2
00451276-0611-47a0-9560-af7159f5bda6,"26400301,26500121",2
00457d76-b9fc-4e92-b4dc-d482f64943ab,"4803121,4802241,4802159",3
00476f7e-1e9b-4f48-b529-86d957cebd14,"1004565,1801623",2
0047e35f-87d1-410c-8d06-0ef006c996a1,"1004777,1004777,1004777",3
0049370b-249a-47c3-9dc8-30ac1c3d04f2,"1004835,1004750,1004750,1004750",4
0049b50c-f79e-4c11-a149-6da3dc68dc71,"1002544,1002544",2
004a9967-f6bb-4634-a15b-808577c54015,"1004249,1004249",2
004b0020-3ec4-4bbd-a318-91c8cfb22d17,"5100566,4804056",2
004be7c5-855b-41ab-bee0-a67c43338a3e,"2701977,4500656",2
004c20db-f465-4c91-9fd1-5e7ce97bef44,"5100816,5100816,5100816",3
004e3f97-5b98-45ec-bd85-6a9a9341a586,"18700070,1004750",2
0053589f-f532-49ff-8129-4a0f3a086e2e,"5700785,18400203",2
0053a6de-341a-4e35-9e6a-8b31ad260703,"1005115,1005115",2
00541aa0-f35b-4420-9b53-2bd6d93f2d07,"4804056,4804056,1004833,1004856",4
0054a222-674a-43cc-ae71-c054510674c1,"1801592,1800931,1800931",3
0054c4bb-3175-47d1-ab85-0583c7c1538b,"4802955,1003306,4100131",3
0055d5ba-c8a7-4b5e-ba95-3ed4875bbc05,"1002544,1002544",2
00582c03-360f-444c-ab30-1cce657e4333,"1005123,1005123",2
0058d3d5-b2b0-497f-b724-cbf43c545843,"1004741,1004741",2
00593723-4fc1-4d74-b3a9-3182b785e15b,"1002633,1002633,1004434,1004434",4
0059819e-af2c-418d-9207-dc546c2577ce,"26300094,26300094",2
0059f5be-034c-4487-a80f-b66958216a00,"1004836,1004834",2
005d12a0-a6d9-4822-809d-3eb952d14c86,"1004659,1004659,1004659",3
005d355e-9680-4712-8bd3-f56393e1914c,"3700852,3700852",2
005d5e7b-6397-42dd-ad0a-d6a0590ef48f,"1005109,1005109",2
005e6127-5211-465b-a16c-08a3c3cd984d,"12703015,12703015",2
005ef6fd-507b-4f7e-a799-5439845b5f55,"15300368,15300315",2
005f0f01-9f6f-4348-8c21-591b89175549,"5200093,5200093,5200093",3
005faee6-832b-4ee0-b17c-a54f4349c42f,"12700932,12700932",2
006202e6-7808-4b43-8b1d-cfde3ff2b4e9,"1004767,1004836",2
00620312-c57c-4d14-a4dc-b055b271c602,"1004775,1004775,1004775",3
00623da6-bfdf-46a1-8ea0-a15435a8e522,"1004767,1004767,1005069",3
00644115-4a20-4754-a6e0-5688300820c8,"4803637,4803637",2
00644bb5-8f33-4af8-aba9-8bef001cd9b2,"1004785,1004785",2
00655bfb-3ffb-4772-b2c0-0e2ece11e426,"1002544,1004937",2
006674ce-01a2-423c-a2a0-9e6ab4a7e824,"1004246,1002547,1002547,1002629,1002629,1002629",6
0069f321-8d0c-46e6-b0ba-41d9270c142d,"9002788,26300075,3600163",3
006b0a1d-5a4c-408d-aac4-4a97203228b0,"1004833,1004767",2
006b4617-bb9a-46fb-9ad0-0d9d88530373,"4100346,4100346",2
006c38d0-7708-4a10-8f12-a446dc847272,"6200524,6200524",2
006e8a47-c16f-4613-8e1a-5886680d40d8,"3100927,16200000",2
006efdc9-a7cf-4d2f-97a4-0ff858b35626,"1003304,1002547",2
00711e19-89fd-4b26-ab94-8ef37da074ee,"3500210,2500566",2
0071383a-6770-4c3f-ab5f-1554e745d4f9,"38900021,38900021,11500440",3
0073203f-6144-4484-838c-755544829af3,"6000094,5701208,6000094",3
0078cca1-48c4-4752-b2e8-0205e2e3e8cf,"22700438,42600019",2
00796057-7bc5-4469-8c96-755cedbadf7b,"1004833,1004856",2
007a0d9b-1929-4e69-aa81-5d10c236eb8a,"4804056,17300995",2
007a66fc-c9b7-4515-b703-9294cd67042e,"12701103,12701103",2
007adef4-a1bb-42a4-84ad-15988db8978b,"1004249,1004255",2
007e7b0e-5fcb-42d5-8603-7b562c59620d,"1005074,1005074",2
007f7ee0-321b-48ae-8583-b07d0bac6eb9,"1002544,26300088",2
00804566-0d38-4271-85b4-be1a39256db3,"1004015,1004835,1004835",3
00818338-3361-41ed-954e-9c893aa2303c,"1004321,5701063",2
0083e17d-90aa-4c03-a46e-ee71dea54f26,"1004961,1005205,1201504,1201044,1201466,53300018,53300024",7
00848298-2ce1-4017-b488-cbe1ff454039,"1306315,12718742",2
008802e9-7de6-4e50-92ff-c16406da1c17,"1004870,1004856",2
0089a8a3-684c-4cf0-897c-7a713d73f2f3,"1004665,1004665,1004659,1004873",4
0089d575-65ca-4f23-9838-d3aacb8948c2,"2601810,1004856",2
008b83c1-51ec-44ec-bdfe-42e4ce2d0afb,"1307310,1307336",2
008bb108-a787-42d1-b9ca-f01a79fdccd6,"1004870,1004836,1004833",3
008c6916-70ad-4353-8f39-19d42796f73c,"12703376,12703376",2
008d1b17-9acc-46bf-909e-91953cae47b2,"1004249,1002524",2
008d33c1-9ace-48c8-80d9-8b797804ab10,"25900024,3200550",2
00903651-cdd0-483b-937a-79e1bfddf78c,"1003314,1002548",2
009104e8-bb37-4df2-a69d-6f40e1dfd753,"3600661,3600661,3600661",3
00914842-9e8d-45fa-ad16-c14ca91c1ec8,"1002544,1002544",2
0092017e-6457-49fe-b197-4e0ba8465f20,"1002544,1002544",2
0093ff6d-4c15-46cd-bc48-3b834fc7915b,"1005119,1005119",2
00959274-270e-48da-87e3-e24fa9c876ca,"1002633,1004566",2
0096562a-14b5-46a9-a5ae-4ae2f6068690,"1004258,1003306",2
009ae56e-60ca-4bfe-8f4b-5507b32d0a8e,"12701949,12705565",2
009b4170-132c-48a1-8fb9-5e45e89b56e6,"12706441,12706441",2
009bd5e7-46de-453e-812a-01202a0dc9a0,"6200687,3800985",2
009cae7a-b697-4b86-b916-90b46bcba51b,"1004870,1004870,1004766",3
00a03658-fe59-4287-8aa1-3e78d05797bc,"5100572,2402570",2
00a1f8a1-413f-4d85-bea9-3a8e879bf9e9,"1005115,1005118,1005118,1005118,1005118",5
00a67fc3-e957-4eef-b57d-ff640b4d81cb,"1004833,1004863,1004209",3
00a8c24d-1d8a-465e-be74-22d4aa0cbae4,"1004838,1004833,1004833,1002629,1002629,1004838",6
00abc140-1427-4541-b200-dee9026fd664,"1004934,1004934",2
00abe102-5e6c-43c3-9fe7-9d09d4548b35,"1004659,1003306",2
00ad4eeb-74a2-4dd7-b875-008daa8ddbe7,"1004767,1004767",2
00ad85cb-63d7-4a59-a72c-130800d80d27,"1004237,1003306,1004767",3
00adf45f-a197-4ff0-9f25-1bbd99ccb436,"1004961,1004961",2
00aec606-fcba-4ba4-9f2d-3d15f4ad73bd,"1005113,1005113",2
00b12c54-c8ac-474f-a4f9-de596128265f,"4804056,4804056",2
00b1403a-e3da-4557-b4e2-64a0987f369b,"4804056,4804056",2
00b22839-099a-43a8-b3d5-f72884db251b,"1005129,1005129,1005129",3
00b452b1-a9ad-46af-a841-4a01a9c2d5c5,"1004833,1004833,1004834,1004834",4
00b4a696-e50f-43b3-b034-03fe6c25e038,"1005115,1005115",2
00b508b9-9355-4516-86e7-44aa703cd136,"1002633,1005004",2
00b73e1a-e0e2-412f-8be0-91a62f379582,"1004873,1005070,18001068,4803186",4
00b74416-fa83-4951-83c7-782ecf2895a7,"1005105,1004785",2
00b88deb-5ea0-4c55-b802-2dc407cfc91d,"15200181,15200835",2
00bac262-7368-47e9-98e2-427d5ef91ecd,"1004237,1003317,1004246",3
00bb4b55-ae86-43f8-9067-7e2ab0bcbfd4,"1004249,1004246,1002544",3
00bc0389-8d17-430c-ac9c-638091d7f0f7,"1005105,1003306",2
00bce02e-9819-4e9c-890a-3e336bb04ad4,"1801882,1801881",2
00bd9d73-9b98-4eb1-9635-af9e32b74c6b,"1005135,1005135",2
00bd9f09-869b-42b2-b75b-b2ac0f19bb5e,"1005098,1005098",2
00bdd5f9-bd6f-4b82-b605-52851f65c286,"1004875,3801144",2
00c0a40c-53fc-4f68-8fcb-eaa87a1f1424,"1004934,1005069,1004739",3
00c0e44d-8a4c-465b-83b0-62875f3c9cc1,"1004858,1004858",2
00c18736-43c0-476a-be4d-80033afc3098,"1005141,1005117",2
00c272de-40a9-4148-b7c2-0ac10799a796,"4804056,4804056",2
00c574b4-2822-45d8-8f26-dc6dc6add43f,"4803976,4803976",2
00ccff84-ce25-479d-8df1-41eea10d4331,"1004258,1004659",2
00cdb686-70c7-46fd-aa41-c318376b6898,"1004249,1004249",2
00cde9f5-0623-4fd8-bd2e-0c0cf1b79b26,"2601438,2601438",2
00ce4ac6-9d9f-49ef-99fe-e8e27e59bcd7,"12703206,12701400,12703368,12703368",4
00cf6128-29ee-4d11-aaac-f38048c8c5a3,"1003305,1003305,1003305",3
00cfb5c9-ccbf-4b38-bee1-25cf85bda617,"22700066,22700066",2
00d20c63-c6d6-4163-9722-2909e984544f,"5100816,5100816",2
00d331cb-5585-403c-ab4c-306782f5a6b2,"1004833,1004833",2
00d4bfb0-d524-4329-b0b7-476052efaf78,"1201504,1201504,1201504,1201504,1201504",5
00d4dae8-dfc9-4980-b0b3-9909eb8a3a92,"1003304,1003304",2
00d60cb6-955b-4e59-be1b-a7dd0dfeb308,"3801135,3801135",2
00d65931-8dc7-4f94-9201-a1855deb255e,"4803977,5100818",2
00d72d3e-989d-40c3-aa1a-00925bcabd49,"5300106,29100028",2
00d7c46d-6391-4176-953a-6f18bfc6652d,"22700129,22700129",2
00d9e3db-252c-4bb7-9dcd-fea4e5233d2b,"11500273,14400052",2
00db3b07-0af6-4e98-931b-b4f5209134e9,"1801874,1801874",2
00dbd488-798a-427e-a16e-5738776a5b50,"26300081,26300081",2
00dd13ae-b117-4f1b-8025-9b1fbeef3d20,"1004249,1004749",2
00dd8a6f-a147-4699-831e-cb58213dd65b,"1005031,1005031",2
00df34d8-4199-4121-9a47-de4f57c22ec0,"7600331,2900536",2
00e0576d-4909-422f-93d3-15f17a934baf,"26500122,26500122,26500316",3
00e05c78-7164-4634-b774-45f99072e00c,"1004835,1004749",2
00e0632d-e962-4ce9-9899-efbe9df3fe65,"1005115,1004226",2
00e51005-93f9-4c43-bed8-a5976c6b3b13,"1004874,1004874",2
00e5c562-7d16-46de-8282-0f5bdbabccca,"3300010,5300864",2
00e664d0-0870-44b6-8bab-2c885481db6b,"1005160,1005160",2
00e6f535-1f32-4dbb-9a0e-02810be129a2,"1004565,1004565",2
00eaaddf-29aa-4596-8b5a-1f2eab8025b5,"1004767,1004833",2
00eb1bde-efc5-4051-b945-3a602809b28b,"5100577,1005115",2
00ebf644-8c87-4976-bf13-80dee6d91f2c,"1003316,1003316",2
00ec4a8d-ca48-4127-a728-85acd1c84ba6,"1004767,1004836",2
00ecfa88-8a6d-4f1f-b03b-e0f3b3c8e3a6,"1005014,1004833",2
00ee05bd-0284-43a4-a04d-06134d338afc,"12703498,12718224",2
00eea85f-47ca-4331-8e3c-a1d5a4b6fb2b,"1004873,1004873,17300748",3
00efb2ff-deba-4b11-ba2b-73001e87d6be,"5800311,5800311",2
00f18eab-3436-43f7-bb09-6031b366237c,"1005003,16500021",2
00f1c276-68ea-4ec5-beb8-e7740febd52b,"54900012,12800633",2
00f4949e-04e4-4d46-97f2-b278a395392a,"12720094,12720094,12720201",3
00f5af5b-dc4b-49ac-b741-de69e9274ef6,"1005112,1005112,1005112,1005112",4
00f5b093-f565-4424-9155-2d588ef905f5,"12100230,12100230",2
00f65214-06bb-4bc1-8719-3a130c54292d,"1004902,5301790",2
00f87121-2d83-4597-b4d5-da44e36f7701,"26500139,1004767",2
00f91aec-955d-4f01-8661-8034a48caf6e,"1002547,1004870,1004856",3
00fda685-3bea-46d1-87da-74ed168d91e3,"1004767,1005031",2
00fde5bf-e661-4c56-8e2d-b849b97aaa43,"13200941,13300068,13300068",3
00ff4cab-7657-edd8-d563-dcf7e450c329,"9101262,4802974",2
00ff7016-b086-453d-af02-6dfb39a826ba,"1004199,1004199,1004214,1004323",4
01037dc6-2913-4ee7-beed-91ac790596b0,"1004961,1004961",2
0103c332-39ab-4448-8560-4e5cdf202d27,"11600094,4802273",2
0104b80d-a6b9-41da-a1a8-86fbf67d9f3d,"1005161,1005159",2
0106818f-63a3-48f5-9d37-14a74f9bda0f,"1003705,1003706,4803879,11400662",4
01081355-0c7e-46f7-ae69-70cee4382956,"2501143,2501796,2501143",3
01091de6-742f-4009-84a5-680e9402374a,"1002633,1004856,1004856,1004856,1004856,1004856",6
010aa477-9097-429e-b859-13834edd7e49,"1004886,1004886",2
010ac526-4129-4968-ac50-19f2e9d3381e,"30200002,4803399",2
010b2eb4-9685-42b4-8c16-db37c1fdeb3e,"1801543,1801543,26400193",3
010fce98-c495-45f7-b48c-1bcf644706c9,"1005014,5100719",2
010fdbc3-b32d-415c-8141-db0d82f34887,"1005135,4804056",2
0112a4f0-a730-4c70-a103-ada744b7ceb2,"1005171,1004888",2
0112b2ea-02c3-4b34-8f95-490e63a911b5,"3601524,3601524",2
0112c92b-fb23-41e0-ae97-3b264b8f415c,"1002547,1002547,1002547",3
0113d24b-ea45-490b-89b2-ba7640807a72,"1004767,1002633",2
01147824-3194-4194-9e37-8f373402447f,"1004838,1004839",2
0115a7e4-ab0f-47fd-9c6c-2f76601141ae,"3200201,34700076",2
011857de-1611-423d-b8b3-ba10aefdfc5e,"1004856,1004767",2
011860a5-a647-4f9b-b091-d793c10ad580,"4804056,4804295",2
01195a6c-1d1c-4776-ab75-653081d29797,"1307180,41100008",2
011ac1f8-4106-4bdf-b081-e28319724073,"4000194,3701284",2
011b36ca-6700-44f8-93e1-f008a443a459,"2601299,1004750",2
011b38da-7824-77fb-bdd7-e03891b1ffcd,"1004873,1004767,1004856,1004856",4
011bd197-9c66-4816-a755-3bebafe9541d,"1005140,1005105",2
011bfd2d-c2f6-40d1-a597-4271e1eed5b4,"1004870,17300959",2
011e0b3e-7254-47cb-baf5-3de03f7d2c7a,"1004835,4804055",2
011f7ea8-2951-419e-8ce2-5b70b165641c,"1004834,5100263",2
01208899-df16-43e2-a7d8-9348b6b14704,"1004767,1004856",2
01216c46-646d-4e1f-b896-015c6101f8bf,"1004750,1004750,1004750,1004750",4
0122e0fe-4b09-475e-8a7f-f6c4ee85b19e,"4804055,1201255",2
0126d87c-aaf9-4e01-b39b-11dd105c040e,"17300136,17300136",2
0127d189-a14e-46d9-81ed-4e512b522777,"1004767,1004767",2
012908e2-dd6f-42a3-97d7-e3d62781011a,"3600661,3600661",2
01291c2e-8c77-4bb1-86db-a6b97080eeef,"16400017,16400017,16400017",3
01294cdb-4420-41a8-ba92-4ad00e9ebe2a,"3600990,3600990",2
012957e2-cadb-4f07-86e8-a144b777550a,"11500763,11500336,1801929",3
012ad1a8-2882-4efb-b63a-58841f216c8d,"12600037,10800076",2
012dbb7f-ddb2-4c6a-9318-d53de2bf1d89,"1002524,1002524,1002524",3
012e4205-1fbd-427d-8ea6-16389303cf3c,"1004856,1004856",2
012e4f3e-6373-439a-94c4-c97ffef4b4c0,"3600182,2500566",2
012e52a2-0f0a-40b2-83f2-82768cc5fed8,"1004767,1004767,1004836,1004750",4
01304067-d085-47fc-a589-1dd999641287,"12711053,12711053",2
0130432d-db24-4d7c-bd0b-b47cf5b63634,"1005204,1005204,1004777,1004777,1004777",5
0131afca-eca1-4418-a5be-b8890596c4c4,"12707250,12707250",2
01323caf-91b9-4efe-9bfc-69974a0bfd70,"1004249,1004249,1004249,1004249,1004249,1003306,1002524,1004249,1004249,1003317,1003306",11
0134adef-40a8-41ec-9e4c-6a4855bc015d,"17300748,17300748",2
0136260d-fada-4995-9760-21275b035dd2,"5100712,5100712",2
01363aeb-e4d9-412e-acba-b036c42fe868,"1200947,1004863,1004839",3
0136b27a-5d83-4379-aa2b-14361bfd407c,"21401211,21401211,21401211",3
0138b62a-9e58-4587-a949-369dce8e1420,"6000094,6000094,6000115",3
0139dbc3-b4a7-4783-85e1-576369dd900c,"1004856,1004767",2
013a2f97-4f6f-42ad-bca4-a466965830eb,"3100632,11000101",2
013a4fe6-f4b4-4cfa-8a71-87d8224396e0,"1004741,1004739",2
013ab6f2-04b0-4112-8e16-0af489ec3b51,"1004249,1002524",2
013bcef7-6f3a-46f6-bff8-9f96aff98b7a,"1005121,1005121",2
013cf864-8636-4b78-b1d2-7be9b12678fc,"1004766,1004659,1200947",3
013d60d1-6e1c-46d6-ac80-78bf8b6f354e,"1004856,16400207",2
013f44c3-8120-4de6-aa33-107b65a3e6fc,"26400301,1004874",2
0141ca22-1e7d-4884-9757-2441601981bf,"23301427,23300447",2
01428113-abe0-4f08-87c6-87b6ab816926,"1002633,4100346",2
01429a46-70e0-4a48-8b9b-57654cb913a6,"1004767,1004767,1004750,8800379",4
014393bb-e7df-45c3-8030-f0046bc9fbb7,"1004246,1004739",2
0144dd6b-29c0-425a-9e24-63d0f0497ee5,"4802036,4804056",2
014513d6-4d43-4e9d-b141-bcdf5d7ecddb,"1005238,1004966",2
0146b7b6-942d-466b-a4d5-3e60915445e0,"5100816,5100816",2
0148031f-35be-4ae8-99bd-09b49c8739e9,"26300076,1004767",2
01483cd4-12eb-490b-b3a0-0b00c8904098,"1005100,1005100",2
01484fba-b6c3-4fac-86e5-c654dd8a28a1,"12710984,1005115",2
0148c384-5c43-4a96-903c-e6235eed6cf2,"1004750,1004750",2
01492aeb-f898-46f0-ac2f-ae0be2061d7c,"1005003,1005003",2
014aa742-7733-41a2-b9ad-2ba91eab54d2,"1002540,1002540",2
014b0db1-e1ce-46c5-8ef4-2d2355833cc0,"1306949,1306949",2
014b81f6-5c52-4aaa-8e56-f13b1bfefd8f,"4200878,4200878",2
014bdc50-d6e2-4310-bc32-d793574a7649,"1004544,1004794",2
014c35b7-d583-410f-ae0c-d700d0a6ddfa,"1004226,2702331,3601421",3
014c9397-a8d5-49b6-9a61-57ce59655b86,"1005074,1005074,1005074,1005074,1005074",5
014ca95f-3189-4182-a29e-67b5b91ea0d8,"1004709,1004767,1004767,1004767",4
014d2747-4079-4486-bd55-ba5fa4d0a1c0,"26600077,26600035,26600077",3
014d6309-2a7b-4473-9cf7-0dcd95598726,"1004892,1004892",2
014dcb8f-3106-4e77-8ecf-ab33ce26be39,"1004836,1005100",2
01505423-7822-4da7-82d1-eba650917d86,"1004870,1004836",2
015096ec-3ac2-4bfc-b50c-548598093961,"1004870,6000207",2
015127f4-e60f-436e-8f6f-c43eb4347efd,"1004856,1004767",2
015145a0-6425-4a73-9115-4b3607c4a806,"5800977,1801539",2
01536c95-4257-43b5-86cd-c296d75b5dab,"7005234,7005234,7005234",3
0153ad03-91cb-4aa9-a6b3-e767d12455c5,"1004833,1005008,1306650,1306650",4
01555815-d437-4742-9d74-b1d168295683,"1004856,1004856",2
01559b4e-abbb-4838-bd4f-ee88706f5f41,"1005132,1005132,1004858",3
0156cbb5-e143-4109-986d-dd8ccc51d3a7,"1005115,1004249",2
0158ebfc-b14a-464f-aed5-6ca063ce8574,"1005135,1004225",2
015a557d-4b37-4f9c-a98e-af21b944416a,"2200937,2200927",2
015aebb4-8839-437e-80e8-c1c5ea715bc3,"26204088,26200591",2
015b44c5-6153-7547-82dd-da36c18d2bc4,"3801211,16300056",2
015cf130-9642-4a8e-8d50-f36089c7a7d7,"12711088,12711088,5700623",3
015d6e63-b66e-4cbb-b180-5f7146acef9f,"1004767,1004794",2
015db69a-33ce-4a4e-982e-a8468890c3e1,"1004767,1004767",2
015dd30b-f34f-4009-bf93-b32360b8f1b7,"6301435,6301435",2
015dfd87-dda1-4bd9-bc22-f2f75050a5f7,"26401462,26401462",2
015e62eb-e635-4f72-b300-67174fbbee1e,"1005115,1003317",2
015e9176-bfb9-4383-ba71-2e04942504a3,"1802036,1802036,3601405",3
01609101-a007-4327-83e6-23aaa3a035ec,"12719537,12719537",2
0161a573-ee0d-43c5-8d65-97dfabda8f2f,"5100816,5100816",2
01633f8f-e44e-4ac6-9116-b02cf1d0ce33,"5100855,5100855",2
0163960d-1fc2-4d85-95ae-2deab6fe007e,"1002544,1002544",2
01640842-4952-4bfb-a694-62b11e3cb45a,"1005003,1004835,1004794",3
0166da4e-6be4-4e7e-93a9-e0e73a922459,"3800447,3700338",2
016a529c-328c-45b2-8845-dce340a77c25,"1004238,1004238",2
016a8f0b-d5e3-4a7d-921c-cb89a833dff1,"4804295,4804295",2
016a961e-101d-4a0c-9ff2-b6d3f1cfc725,"1004227,1004227,1004227",3
016d9007-766f-4d3a-88e6-894065b3b465,"1004990,1004990",2
01713547-4548-4dd8-96ca-a31db8539e7b,"1005116,1005130",2
01714f6e-856a-416c-88ce-b96a7d353d2e,"1004659,1004856",2
01715798-1ef3-43ac-8777-7f8de302c19e,"7900871,7900871",2
0175cd8e-b22e-4f31-bdc3-380dd62b0d85,"1004870,1004870,1004870",3
01762a33-428a-49a0-ad5c-63b893c05bfe,"1004863,1004863",2
0177ceec-3f00-46ff-841a-18c463ea5712,"1004709,1004709",2
0178015f-5c79-4e0b-8b7c-6cea73f67ec9,"1801723,1801723,1801723",3
017a9404-1548-41c9-8e8b-29e8a4cd73e8,"1500297,1500297,1500297",3
017aad22-059f-4d4f-b91f-c15b3d0a1374,"3601405,2600624",2
017c459a-6202-483e-ac97-f9922a8b5f78,"5100563,5100563,5100563",3
017f1248-60a5-4f61-a6fe-79115dd18f93,"1002524,1002633",2
017f5ceb-e215-4535-9c9f-8b1ad31a97c8,"1004785,1004785",2
017f62e9-03f1-46d9-8e8b-bf54bc81f85b,"1004856,1004209",2
018026b4-0299-4690-a17d-de64197cebe9,"26203912,26203912,26203912",3
0180623f-d958-4c2e-a214-7fca91815520,"1307076,1307076",2
01828838-2dfc-4942-ae5f-643134f9d96c,"5100577,5100577",2
0182c7c8-687d-44e9-8b1e-6a92a725e0a1,"1004249,1004249,1004856,1004856",4
0182c9aa-b221-4fd2-86f8-ecddbe7e8a17,"1005099,1005100",2
0183ee59-46ae-422b-b69e-33f83c22eed4,"1004741,1004741",2
0184d4d0-30f1-403c-afa3-2a08b54bb7bb,"3500009,11200415",2
0185e8cf-3bc8-4ebf-938e-91bf8888bc01,"1801507,3700869,2900090",3
0186d294-95ad-4a53-b25e-e82e42c6ec56,"4804056,4804056",2
018912ce-e233-4b32-a07a-4b9c9b8d0ccb,"1002634,4804056",2
0189542b-6188-4aad-b046-989ff600fad9,"1005100,1004904",2
018be6d6-1a4f-4c55-ab2d-9f8b3d5ab8ed,"1307188,1307188",2
0194cd96-1830-4c76-a484-066c1e9057e5,"1004856,1004856",2
019557b9-faf1-49aa-bf57-57f4ede9e30c,"2700911,3601347",2
01969e7f-456d-48da-8884-823ade1fe4b9,"1307073,1480163",2
01970044-9b35-413c-96ca-91bb6e5196cf,"1004856,1004856",2
01970985-f883-4e5e-a5a4-3559c8912096,"1004856,1004856",2
0197a0a2-5127-49fb-a14f-ad9036c674c9,"1004856,5300639",2
01985dca-6598-46f2-8b79-748d811ba271,"5800963,5800963",2
0199069a-21fb-4a97-ba33-305b22737128,"1004871,1004833",2
